image_id,path,set,small_vehicles,large_vehicles,total_vehicles,category,max_occlusion
q_DJI_0523__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__2472___1648.png,train,0,0,0,small_only,0
q_DJI_0523__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__2472___1976.png,train,0,0,0,small_only,0
q_DJI_0523__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__2472___824.png,train,0,0,0,small_only,0
q_DJI_0523__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__2976___0.png,train,0,0,0,small_only,0
q_DJI_0523__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__2976___1648.png,train,0,0,0,small_only,0
q_DJI_0523__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__2976___1976.png,train,0,0,0,small_only,0
q_DJI_0523__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__2976___824.png,train,0,0,0,small_only,0
q_DJI_0523__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__824___0.png,train,0,0,0,small_only,0
q_DJI_0523__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__824___1648.png,train,1,0,1,small_only,1
q_DJI_0523__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__824___1976.png,train,1,0,1,small_only,2
q_DJI_0523__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0523__1024__824___824.png,train,0,0,0,small_only,0
q_DJI_0606__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__0___0.png,train,0,0,0,small_only,0
q_DJI_0606__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__0___1648.png,train,4,0,4,small_only,2
q_DJI_0606__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__0___1976.png,train,3,0,3,small_only,2
q_DJI_0606__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__0___824.png,train,5,1,6,mixed,2
q_DJI_0606__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__1648___0.png,train,0,0,0,small_only,0
q_DJI_0606__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__1648___1648.png,train,5,0,5,small_only,2
q_DJI_0606__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__1648___1976.png,train,4,0,4,small_only,2
q_DJI_0606__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__1648___824.png,train,25,2,27,mixed,2
q_DJI_0606__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__2472___0.png,train,0,0,0,small_only,0
q_DJI_0606__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__2472___1648.png,train,33,1,34,mixed,2
q_DJI_0606__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__2472___1976.png,train,15,0,15,small_only,2
q_DJI_0606__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__2472___824.png,train,4,0,4,small_only,2
q_DJI_0606__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__2976___0.png,train,0,0,0,small_only,0
q_DJI_0606__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__2976___1648.png,train,33,1,34,mixed,2
q_DJI_0606__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__2976___1976.png,train,15,0,15,small_only,2
q_DJI_0606__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__2976___824.png,train,43,0,43,small_only,2
q_DJI_0606__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__824___0.png,train,0,0,0,small_only,0
q_DJI_0606__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__824___1648.png,train,4,0,4,small_only,2
q_DJI_0606__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__824___1976.png,train,2,0,2,small_only,2
q_DJI_0606__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0606__1024__824___824.png,train,26,1,27,mixed,2
q_DJI_0614__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__0___0.png,train,0,0,0,small_only,0
q_DJI_0614__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__0___1648.png,train,17,0,17,small_only,2
q_DJI_0614__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__0___1976.png,train,17,0,17,small_only,2
q_DJI_0614__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__0___824.png,train,0,1,1,large_only,1
q_DJI_0614__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__1648___0.png,train,1,1,2,mixed,1
q_DJI_0614__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__1648___1648.png,train,8,0,8,small_only,2
q_DJI_0614__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__1648___1976.png,train,9,0,9,small_only,2
q_DJI_0614__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__1648___824.png,train,53,1,54,mixed,2
q_DJI_0614__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__2472___0.png,train,0,0,0,small_only,0
q_DJI_0614__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__2472___1648.png,train,2,0,2,small_only,0
q_DJI_0614__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__2472___1976.png,train,2,0,2,small_only,0
q_DJI_0614__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__2472___824.png,train,0,0,0,small_only,0
q_DJI_0614__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__2976___0.png,train,0,0,0,small_only,0
q_DJI_0614__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__2976___1648.png,train,0,0,0,small_only,0
q_DJI_0614__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__2976___1976.png,train,0,0,0,small_only,0
q_DJI_0614__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__2976___824.png,train,0,0,0,small_only,0
q_DJI_0614__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__824___0.png,train,0,1,1,large_only,0
q_DJI_0614__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__824___1648.png,train,32,1,33,mixed,2
q_DJI_0614__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__824___1976.png,train,36,1,37,mixed,2
q_DJI_0614__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0614__1024__824___824.png,train,74,2,76,mixed,2
q_DJI_0626__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__0___0.png,train,0,0,0,small_only,0
q_DJI_0626__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__0___1648.png,train,18,0,18,small_only,2
q_DJI_0626__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__0___1976.png,train,0,0,0,small_only,0
q_DJI_0626__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__0___824.png,train,4,0,4,small_only,2
q_DJI_0626__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__1648___0.png,train,0,0,0,small_only,0
q_DJI_0626__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__1648___1648.png,train,43,0,43,small_only,2
q_DJI_0626__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__1648___1976.png,train,25,0,25,small_only,2
q_DJI_0626__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__1648___824.png,train,19,0,19,small_only,2
q_DJI_0626__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__2472___0.png,train,0,0,0,small_only,0
q_DJI_0626__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__2472___1648.png,train,41,0,41,small_only,2
q_DJI_0626__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__2472___1976.png,train,13,0,13,small_only,2
q_DJI_0626__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__2472___824.png,train,26,0,26,small_only,2
q_DJI_0626__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__2976___0.png,train,0,0,0,small_only,0
q_DJI_0626__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__2976___1648.png,train,17,0,17,small_only,2
q_DJI_0626__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__2976___1976.png,train,10,0,10,small_only,2
q_DJI_0626__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__2976___824.png,train,32,0,32,small_only,2
q_DJI_0626__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__824___0.png,train,0,0,0,small_only,0
q_DJI_0626__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__824___1648.png,train,3,0,3,small_only,2
q_DJI_0626__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__824___1976.png,train,3,0,3,small_only,2
q_DJI_0626__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0626__1024__824___824.png,train,0,0,0,small_only,0
q_DJI_0631__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__0___0.png,train,0,0,0,small_only,0
q_DJI_0631__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__0___1648.png,train,14,0,14,small_only,2
q_DJI_0631__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__0___1976.png,train,16,0,16,small_only,2
q_DJI_0631__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__0___824.png,train,42,1,43,mixed,2
q_DJI_0631__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__1648___0.png,train,0,0,0,small_only,0
q_DJI_0631__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__1648___1648.png,train,81,1,82,mixed,2
q_DJI_0631__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__1648___1976.png,train,8,1,9,mixed,2
q_DJI_0631__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__1648___824.png,train,83,1,84,mixed,2
q_DJI_0631__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__2472___0.png,train,0,0,0,small_only,0
q_DJI_0631__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__2472___1648.png,train,8,0,8,small_only,2
q_DJI_0631__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__2472___1976.png,train,3,0,3,small_only,2
q_DJI_0631__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__2472___824.png,train,22,3,25,mixed,2
q_DJI_0631__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__2976___0.png,train,0,0,0,small_only,0
q_DJI_0631__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__2976___1648.png,train,2,0,2,small_only,2
q_DJI_0631__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__2976___1976.png,train,2,0,2,small_only,2
q_DJI_0631__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__2976___824.png,train,13,2,15,mixed,2
q_DJI_0631__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__824___0.png,train,0,0,0,small_only,0
q_DJI_0631__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__824___1648.png,train,27,1,28,mixed,2
q_DJI_0631__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__824___1976.png,train,8,1,9,mixed,2
q_DJI_0631__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0631__1024__824___824.png,train,166,0,166,small_only,2
q_DJI_0639__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__0___0.png,train,0,0,0,small_only,0
q_DJI_0639__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__0___1648.png,train,1,0,1,small_only,2
q_DJI_0639__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__0___1976.png,train,0,0,0,small_only,0
q_DJI_0639__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__0___824.png,train,5,0,5,small_only,2
q_DJI_0639__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__1648___0.png,train,3,0,3,small_only,2
q_DJI_0639__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__1648___1648.png,train,3,1,4,mixed,0
q_DJI_0639__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__1648___1976.png,train,3,1,4,mixed,0
q_DJI_0639__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__1648___824.png,train,0,0,0,small_only,0
q_DJI_0639__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__2472___0.png,train,1,0,1,small_only,0
q_DJI_0639__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__2472___1648.png,train,0,0,0,small_only,0
q_DJI_0639__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__2472___1976.png,train,1,0,1,small_only,2
q_DJI_0639__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__2472___824.png,train,3,0,3,small_only,2
q_DJI_0639__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__2976___0.png,train,2,0,2,small_only,0
q_DJI_0639__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__2976___1648.png,train,8,0,8,small_only,2
q_DJI_0639__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__2976___1976.png,train,4,0,4,small_only,2
q_DJI_0639__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__2976___824.png,train,13,0,13,small_only,2
q_DJI_0639__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__824___0.png,train,3,0,3,small_only,2
q_DJI_0639__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__824___1648.png,train,2,0,2,small_only,2
q_DJI_0639__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\q_DJI_0639__1024__824___1976.png,train,1,0,1,small_only,0
